,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Gd,0.005979059459299871,0.5018125902235399,0.0,0.0,0.0,0.0,0.0,0.04191076401695148,0.0,0.0,0.0,0.0,0.0,0.0012001284838954146,0.010510662254816094,0.0,0.0,0.001457529248669757,0.0,0.0002854137537124597
Sn,0.17829953773145832,0.0,0.0,0.0,0.1954892220258931,0.05112667705050857,0.058597765184017984,0.06627613693863138,0.02208128167782109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19218133633630918,0.01586867994988552,0.0,0.0
Sr,0.002916311638900648,0.0,0.010855850312374129,0.0,0.0,0.02126069766881125,0.01666718597578842,0.0,0.0,0.0,0.0,0.0,0.006529691756934974,0.0,0.0,0.5966428340898676,0.003810544901917739,0.0,0.0,0.002406521880325616
U,0.021990824879579655,0.0,0.0,0.0,0.0,0.0,0.028117766515707816,0.0,0.0,0.04898616723508404,0.1185428619510351,0.0,0.5334882023811345,0.0,0.0034015600450630658,0.0,0.0,0.0,0.0,0.0
Ru,0.08225304249032254,0.0,0.548434071141885,0.0,0.0,0.0,0.004261750172824143,0.0,0.0,0.1070336675391848,0.014836787332870244,0.022952720005533868,0.0,0.0,0.015858357266979848,0.0,0.0,0.0,0.0,0.0
W,0.13815783104657534,0.0,0.03856921562828146,0.0,0.0,0.0,0.01412796683870887,0.0,0.0,0.2534341942027205,0.10971189477422132,0.0,0.0,0.0,0.029948926564402536,0.0,0.0,0.0,0.0,0.0
Er,0.0,0.5523330993742491,0.01996742722978585,0.0,0.002199363854050731,0.0,0.0,0.0,0.010435018452978128,8.510741509663467e-05,0.021388617831273448,0.0,0.011957844273575987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1013159220660308e-06,0.0
Lu,0.0,0.47196550227564343,0.0,0.0,0.009157389214071917,0.0,0.0,0.0,0.08823516940821526,0.007975170177738975,0.0,0.018389724130854865,0.0,0.005592259146056354,0.0,0.0,0.0,0.0,0.016078148309094677,0.0
Si,0.30554631217087636,0.0,0.0,0.0,0.006574933706248204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008422433146591277
Rh,0.01088430605557968,0.0,0.4038340288047685,0.0,0.0,0.08337758710274347,0.023454540931972134,0.0,0.07944986466774823,0.13461856818627105,0.03458174767853215,0.06456422729071482,0.0,0.0,0.08162957212947826,0.0,0.0,0.0,0.01683558682552719,0.0
